,year,file,industry,sic_code,sic_cat
2015,2006,2006-03-31_912262.,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940,Retail Trade
2016,2006,2006-04-03_888747.,"MEN'S & BOYS' FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS",2320,Manufacturing
2017,2006,2006-04-05_1140184.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
2018,2006,2006-04-06_786998.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2019,2006,2006-04-07_1082114.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
2020,2006,2006-04-07_94328.,ENGINES & TURBINES,3510,Manufacturing
2021,2006,2006-04-13_1074767.,PERIODICALS: PUBLISHING OR PUBLISHING AND PRINTING,2721,Manufacturing
2022,2006,2006-04-14_711039.,COMPUTER STORAGE DEVICES,3572,Manufacturing
2023,2006,2006-04-18_927102.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2024,2006,2006-04-21_785186.,HAZARDOUS WASTE MANAGEMENT,4955,Transportation
2025,2006,2006-04-21_844143.,MISCELLANEOUS FABRICATED TEXTILE PRODUCTS,2390,Manufacturing
2026,2006,2006-04-24_106423.,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552,"Finance, Insurance and Real Estate"
2027,2006,2006-04-24_1182555.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
2028,2006,2006-04-24_276283.,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690,Manufacturing
2029,2006,2006-04-26_880059.,SERVICES-EDUCATIONAL SERVICES,8200,Services
2030,2006,2006-05-01_71023,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING,2731,Manufacturing
2031,2006,2006-05-01_927914.,SERVICES-PERSONAL SERVICES,7200,Services
2032,2006,2006-05-02_855386.,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
2033,2006,2006-05-03_880208.,ELECTRONIC COMPUTERS,3571,Manufacturing
2034,2006,2006-05-03_936931.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
2035,2006,2006-05-05_814929.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2036,2006,2006-05-08_790818,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,3861,Manufacturing
2037,2006,2006-05-08_857323.,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370,Services
2038,2006,2006-05-08_879554.,RETAIL-EATING PLACES,5812,Retail Trade
2039,2006,2006-05-10_1064236,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2040,2006,2006-05-10_836435.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
2041,2006,2006-05-11_1171159.,"PLASTICS PRODUCTS, NEC",3089,Manufacturing
2042,2006,2006-05-12_1017022.,"LESSORS OF REAL PROPERTY, NEC",6519,"Finance, Insurance and Real Estate"
2043,2006,2006-05-15_1108487.,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
2044,2006,2006-05-16_1014507.,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,3844,Manufacturing
2045,2006,2006-05-16_868984.,RETAIL-JEWELRY STORES,5944,Retail Trade
2046,2006,2006-05-18_1123337.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2047,2006,2006-05-23_1084827.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2048,2006,2006-05-25_1109354.,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
2049,2006,2006-05-26_812152,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2050,2006,2006-05-31_1040660.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2051,2006,2006-05-31_1114868,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2052,2006,2006-06-01_874992.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
2053,2006,2006-06-01_893577.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2054,2006,2006-06-01_908440.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2055,2006,2006-06-02_732713.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
2056,2006,2006-06-05_1013467.,SERVICES-HELP SUPPLY SERVICES,7363,Services
2057,2006,2006-06-06_1287808.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2058,2006,2006-06-07_1097641.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2059,2006,2006-06-08_1099674.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2060,2006,2006-06-09_1205431.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2061,2006,2006-06-12_767673,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
2062,2006,2006-06-12_867490.,COMMERCIAL PRINTING,2750,Manufacturing
2063,2006,2006-06-14_884498.,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,3825,Manufacturing
2064,2006,2006-06-16_787784.,SERVICES-SKILLED NURSING CARE FACILITIES,8051,Services
2065,2006,2006-06-19_355787.,TELEVISION BROADCASTING STATIONS,4833,Transportation
2066,2006,2006-06-19_85812.,KNIT OUTERWEAR MILLS,2253,Manufacturing
2067,2006,2006-06-21_702259.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
2068,2006,2006-06-22_878903.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2069,2006,2006-06-26_1184818.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2070,2006,2006-06-27_215403.,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
2071,2006,2006-06-28_73088.,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
2072,2006,2006-06-29_1014383.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2073,2006,2006-06-29_914373.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2074,2006,2006-06-30_1098834.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2075,2006,2006-06-30_899647.,HOTELS & MOTELS,7011,Services
2076,2006,2006-06-30_915016.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2077,2006,2006-07-03_838879.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
2078,2006,2006-07-05_1117042.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
2079,2006,2006-07-10_64247.,"PLASTICS PRODUCTS, NEC",3089,Manufacturing
2080,2006,2006-07-11_1062379.,NATURAL GAS DISTRIBUTION,4924,Transportation
2081,2006,2006-07-12_1116449.,"MEASURING & CONTROLLING DEVICES, NEC",3829,Manufacturing
2082,2006,2006-07-12_1141185.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
2083,2006,2006-07-12_352510.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2084,2006,2006-07-17_1097641.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2085,2006,2006-07-19_83125,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
2086,2006,2006-07-21_1000779,TRUCKING (NO LOCAL),4213,Transportation
2087,2006,2006-07-24_856716.,NATURAL GAS DISTRIBUTION,4924,Transportation
2088,2006,2006-07-25_318380.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2089,2006,2006-07-25_42293.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2090,2006,2006-07-25_753899.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
2091,2006,2006-07-25_755199.,PIPE LINES (NO NATURAL GAS),4610,Transportation
2092,2006,2006-07-25_906933.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2093,2006,2006-07-27_18914.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2094,2006,2006-07-28_1048422.,SERVICES-MANAGEMENT CONSULTING SERVICES,8742,Services
2095,2006,2006-07-28_1094243.,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
2096,2006,2006-07-28_735780.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2097,2006,2006-07-28_791450.,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961,Retail Trade
2098,2006,2006-08-04_1015859.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2099,2006,2006-08-04_1182555.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
2100,2006,2006-08-07_1035770.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2101,2006,2006-08-08_1161935.,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
2102,2006,2006-08-08_932064.,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
2103,2006,2006-08-10_801622.,SERVICES-DIRECT MAIL ADVERTISING SERVICES,7331,Services
2104,2006,2006-08-11_314340.,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
2105,2006,2006-08-14_803352.,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093,Services
2106,2006,2006-08-17_701650.,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",5080,Wholesale Trade
2107,2006,2006-08-18_62737.,RETAIL-GROCERY STORES,5411,Retail Trade
2108,2006,2006-08-18_787648.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2109,2006,2006-08-21_1017008.,TELEVISION BROADCASTING STATIONS,4833,Transportation
2110,2006,2006-08-22_904350.,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
2111,2006,2006-08-24_1040454.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2112,2006,2006-08-24_24751.,NATURAL GAS TRANSMISSION & DISTRIBUTION,4923,Transportation
2113,2006,2006-08-25_78066.,PRIMARY SMELTING & REFINING OF NONFERROUS METALS,3330,Manufacturing
2114,2006,2006-08-28_920354.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2115,2006,2006-08-29_1158265.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2116,2006,2006-08-29_849116.,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",6099,"Finance, Insurance and Real Estate"
2117,2006,2006-09-01_1062019.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2118,2006,2006-09-01_1064648.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2119,2006,2006-09-01_1170991.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2120,2006,2006-09-01_708250.,OPTICAL INSTRUMENTS & LENSES,3827,Manufacturing
2121,2006,2006-09-01_869087.,STEEL PIPE & TUBES,3317,Manufacturing
2122,2006,2006-09-05_863437.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
2123,2006,2006-09-06_353650.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2124,2006,2006-09-06_355622.,RETAIL-EATING PLACES,5812,Retail Trade
2125,2006,2006-09-06_706015.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2126,2006,2006-09-06_740670.,"RETAIL-HOBBY, TOY & GAME SHOPS",5945,Retail Trade
2127,2006,2006-09-06_827156.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2128,2006,2006-09-07_852807.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
2129,2006,2006-09-08_1270436.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2130,2006,2006-09-08_755933,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
2131,2006,2006-09-12_1112064,REFUSE SYSTEMS,4953,Transportation
2132,2006,2006-09-13_1051717.,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
2133,2006,2006-09-14_875359.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2134,2006,2006-09-15_856569.,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731,Services
2135,2006,2006-09-18_1010788.,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS,3652,Manufacturing
2136,2006,2006-09-18_888455.,"RETAIL-RETAIL STORES, NEC",5990,Retail Trade
2137,2006,2006-09-18_928064.,TRUCK TRAILERS,3715,Manufacturing
2138,2006,2006-09-19_1053148.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2139,2006,2006-09-19_1279493.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2140,2006,2006-09-20_106423.,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552,"Finance, Insurance and Real Estate"
2141,2006,2006-09-20_1300335.,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
2142,2006,2006-09-20_18072.,NATURAL GAS DISTRIBUTION,4924,Transportation
2143,2006,2006-09-20_43704.,ELECTRIC SERVICES,4911,Transportation
2144,2006,2006-09-21_83588.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2145,2006,2006-09-27_1093434.,"INVESTORS, NEC",6799,"Finance, Insurance and Real Estate"
2146,2006,2006-09-28_926617.,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
2147,2006,2006-09-29_1168397.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
2148,2006,2006-10-02_1315255.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2149,2006,2006-10-03_1081078.,METAL MINING,1000,Mining
2150,2006,2006-10-03_944763.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
2151,2006,2006-10-05_846930.,ELECTRIC SERVICES,4911,Transportation
2152,2006,2006-10-06_1332626.,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
2153,2006,2006-10-06_805419.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2154,2006,2006-10-10_1116616.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
2155,2006,2006-10-10_855109.,COMPUTER STORAGE DEVICES,3572,Manufacturing
2156,2006,2006-10-11_816066.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
2157,2006,2006-10-12_893046.,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359,Services
2158,2006,2006-10-13_3327.,"RETAIL-RETAIL STORES, NEC",5990,Retail Trade
2159,2006,2006-10-13_731131.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
2160,2006,2006-10-16_897509.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2161,2006,2006-10-17_860730.,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062,Services
2162,2006,2006-10-17_929454.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
2163,2006,2006-10-18_790526.,SERVICES-MEDICAL LABORATORIES,8071,Services
2164,2006,2006-10-18_864890.,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731,Services
2165,2006,2006-10-19_1272547.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2166,2006,2006-10-19_351145.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2167,2006,2006-10-19_930548.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2168,2006,2006-10-20_1022608.,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",7320,Services
2169,2006,2006-10-20_1031329.,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090,Services
2170,2006,2006-10-20_1284151.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2171,2006,2006-10-23_1085636.,TRUCKING (NO LOCAL),4213,Transportation
2172,2006,2006-10-23_1168643.,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
2173,2006,2006-10-23_883670.,RETAIL-EATING PLACES,5812,Retail Trade
2174,2006,2006-10-24_1107112.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2175,2006,2006-10-25_1114084.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2176,2006,2006-10-25_1167880.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2177,2006,2006-10-26_1333578.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2178,2006,2006-10-26_810113.,WATER TRANSPORTATION,4400,Transportation
2179,2006,2006-10-26_813808.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2180,2006,2006-10-26_912046.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2181,2006,2006-10-27_1130950.,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961,Retail Trade
2182,2006,2006-10-31_1041426.,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
2183,2006,2006-11-01_1320092.,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
2184,2006,2006-11-01_74058.,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,3590,Manufacturing
2185,2006,2006-11-01_745026.,"STEEL WORKS, BLAST FURNACES ROLLING MILLS (COKE OVENS)",3312,Manufacturing
2186,2006,2006-11-02_911673.,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",8700,Services
2187,2006,2006-11-03_1164552.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2188,2006,2006-11-03_216275.,CONSTRUCTION MACHINERY & EQUIP,3531,Manufacturing
2189,2006,2006-11-03_839871.,"OIL, GAS FIELD SERVICES, NBC",1389,Mining
2190,2006,2006-11-03_949491.,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
2191,2006,2006-11-08_1316898.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2192,2006,2006-11-08_926295.,RETAIL-EATING PLACES,5812,Retail Trade
2193,2006,2006-11-09_202890.,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,3341,Manufacturing
2194,2006,2006-11-09_318291.,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
2195,2006,2006-11-09_742070.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2196,2006,2006-11-13_812150.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2197,2006,2006-11-14_874294.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2198,2006,2006-11-15_1004960.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2199,2006,2006-11-15_54502.,NATURAL GAS TRANSMISSION & DISTRIBUTION,4923,Transportation
2200,2006,2006-11-15_948545.,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
2201,2006,2006-11-16_814258.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
2202,2006,2006-11-17_1041333.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2203,2006,2006-11-20_1144528.,RETAIL-EATING PLACES,5812,Retail Trade
2204,2006,2006-11-20_72316.,"MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS)",1400,Mining
2205,2006,2006-11-20_924829.,PRINTED CIRCUIT BOARDS,3672,Manufacturing
2206,2006,2006-11-21_916704.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2207,2006,2006-11-27_1297633.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2208,2006,2006-11-27_892112.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2209,2006,2006-11-29_1047537.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
2210,2006,2006-11-29_815910.,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
2211,2006,2006-11-30_1216199.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2212,2006,2006-11-30_820067.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2213,2006,2006-11-30_84129.,RETAIL-DRUG STORES AND PROPRIETARY STORES,5912,Retail Trade
2214,2006,2006-11-30_890821.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2215,2006,2006-12-01_28866.,OIL AND GAS FIELD EXPLORATION SERVICES,1382,Mining
2216,2006,2006-12-04_217084.,ELECTRIC HOUSEWARES & FANS,3634,Manufacturing
2217,2006,2006-12-06_278352.,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
2218,2006,2006-12-06_9801.,COMMERCIAL PRINTING,2750,Manufacturing
2219,2006,2006-12-07_1099414.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2220,2006,2006-12-07_1320716.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2221,2006,2006-12-07_731502.,"COMMUNICATIONS EQUIPMENT, NEC",3669,Manufacturing
2222,2006,2006-12-08_355199.,SERVICES-ENGINEERING SERVICES,8711,Services
2223,2006,2006-12-08_835910.,ELECTRICAL INDUSTRIAL APPARATUS,3620,Manufacturing
2224,2006,2006-12-11_1056218.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
2225,2006,2006-12-11_1325460.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2226,2006,2006-12-11_943820.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
2227,2006,2006-12-13_1145124.,SERVICES-EDUCATIONAL SERVICES,8200,Services
2228,2006,2006-12-15_1022329.,"COMMUNICATION SERVICES, NEC",4899,Transportation
2229,2006,2006-12-15_1062441.,PERIODICALS: PUBLISHING OR PUBLISHING AND PRINTING,2721,Manufacturing
2230,2006,2006-12-15_1325281.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2231,2006,2006-12-19_1265131.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2232,2006,2006-12-20_1084242.,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
2233,2006,2006-12-20_310433.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
2234,2006,2006-12-20_873538.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2235,2006,2006-12-21_1016152.,SERVICES-FACILITIES SUPPORT MANAGEMENT SERVICES,8744,Services
2236,2006,2006-12-21_745448.,MOTOR VEHICLE PARTS & ACCESSORIES,3714,Manufacturing
2237,2006,2006-12-21_878556.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374,Services
2238,2006,2006-12-22_1015856.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2239,2006,2006-12-22_1108271.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
2240,2006,2006-12-22_1345968.,RETAIL-APPAREL & ACCESSORY STORES,5600,Retail Trade
2241,2006,2006-12-22_858558.,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING,2731,Manufacturing
2242,2006,2006-12-26_801873.,"PLASTICS PRODUCTS, NEC",3089,Manufacturing
2243,2006,2006-12-29_1017440.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
2244,2006,2006-12-29_1038339.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2245,2006,2006-12-29_913293.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
2246,2007,2007-01-03_1012482.,COMPUTER COMMUNICATIONS EQUIPMENT,3576,Manufacturing
2247,2007,2007-01-03_1070764.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2248,2007,2007-01-04_803027.,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
2249,2007,2007-01-04_820081.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2250,2007,2007-01-05_1032462.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2251,2007,2007-01-05_1037275.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
2252,2007,2007-01-05_1056874.,"HEATING EQUIP, EXCEPT ELEC & WARM AIR & PLUMBING FIXTURES",3430,Manufacturing
2253,2007,2007-01-05_23019.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
2254,2007,2007-01-09_750813.,OIL AND GAS FIELD EXPLORATION SERVICES,1382,Mining
2255,2007,2007-01-10_1125011.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
2256,2007,2007-01-11_1033864.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2257,2007,2007-01-12_1113107.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2258,2007,2007-01-12_1327098.,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940,Retail Trade
2259,2007,2007-01-16_887637.,"RAILROADS, LINE-HAUL OPERATING",4011,Transportation
2260,2007,2007-01-18_64908.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
2261,2007,2007-01-22_1060939,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
2262,2007,2007-01-22_1099728,,9995,Public Administration
2263,2007,2007-01-22_1298663.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2264,2007,2007-01-22_1316710.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
2265,2007,2007-01-22_801622.,SERVICES-DIRECT MAIL ADVERTISING SERVICES,7331,Services
2266,2007,2007-01-22_918765.,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
2267,2007,2007-01-24_886163.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
2268,2007,2007-01-26_1030715.,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,5160,Wholesale Trade
2269,2007,2007-01-29_1337675,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
2270,2007,2007-01-29_721773.,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",6099,"Finance, Insurance and Real Estate"
2271,2007,2007-01-29_739708.,RADIO BROADCASTING STATIONS,4832,Transportation
2272,2007,2007-01-30_878436.,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
2273,2007,2007-02-01_1303849.,"AIR TRANSPORTATION, NONSCHEDULED",4522,Transportation
2274,2007,2007-02-01_856465.,PETROLEUM REFINING,2911,Manufacturing
2275,2007,2007-02-02_1097503.,SERVICES-ADVERTISING,7310,Services
2276,2007,2007-02-02_745274,COMMERCIAL PRINTING,2750,Manufacturing
2277,2007,2007-02-05_1023031.,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
2278,2007,2007-02-05_78749.,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065,Wholesale Trade
2279,2007,2007-02-08_1050808.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2280,2007,2007-02-08_1062606.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
2281,2007,2007-02-09_1057709.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374,Services
